BEGIN;

INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (34, 'Vacuum Cleaner #34', 'Home', 153.53, 'https://example.com/images/item34.jpg', 'Refurbished', 'Sample refurbished Vacuum Cleaner #34 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (34, 34, 'seller4', 'Seller', 153.53, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (35, 'Dumbbell Set #35', 'Sports', 724.22, 'https://example.com/images/item35.jpg', 'Fair', 'Sample fair Dumbbell Set #35 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (35, 35, 'seller5', 'Seller', 724.22, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (36, 'Puzzle Box #36', 'Toys', 636.31, NULL, 'New', 'Sample new Puzzle Box #36 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (36, 36, 'seller6', 'Seller', 636.31, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (37, 'Antique Vase #37', 'Collectibles', 554.73, 'https://example.com/images/item37.jpg', 'Like New', 'Sample like new Antique Vase #37 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (37, 37, 'seller7', 'Seller', 554.73, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (38, 'Phone Mount #38', 'Automotive', 892.09, 'https://example.com/images/item38.jpg', 'Used', 'Sample used Phone Mount #38 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (38, 38, 'seller8', 'Seller', 892.09, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (39, 'Violin #39', 'Music', 768.66, 'https://example.com/images/item39.jpg', 'Refurbished', 'Sample refurbished Violin #39 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (39, 39, 'seller9', 'Seller', 768.66, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (40, 'Gaming Mouse #40', 'Gaming', 104.51, NULL, 'Fair', 'Sample fair Gaming Mouse #40 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (40, 40, 'seller10', 'Seller', 104.51, 'Closed', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (41, 'iPad Air #41', 'Electronics', 450.56, 'https://example.com/images/item41.jpg', 'New', 'Sample new iPad Air #41 listed in Electronics.', 'seller1', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (41, 41, 'seller1', 'Seller', 450.56, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (42, 'Math Workbook #42', 'Books', 227.35, 'https://example.com/images/item42.jpg', 'Like New', 'Sample like new Math Workbook #42 listed in Books.', 'seller2', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (42, 42, 'seller2', 'Seller', 227.35, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (43, 'Sunglasses #43', 'Fashion', 515.98, 'https://example.com/images/item43.jpg', 'Used', 'Sample used Sunglasses #43 listed in Fashion.', 'seller3', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (43, 43, 'seller3', 'Seller', 515.98, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (44, 'Air Fryer #44', 'Home', 14.06, NULL, 'Refurbished', 'Sample refurbished Air Fryer #44 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (44, 44, 'seller4', 'Seller', 14.06, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (45, 'Running Shoes #45', 'Sports', 804.83, 'https://example.com/images/item45.jpg', 'Fair', 'Sample fair Running Shoes #45 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (45, 45, 'seller5', 'Seller', 804.83, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (46, 'Action Figure #46', 'Toys', 289.75, 'https://example.com/images/item46.jpg', 'New', 'Sample new Action Figure #46 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (46, 46, 'seller6', 'Seller', 289.75, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (47, 'Stamp Album #47', 'Collectibles', 843.68, 'https://example.com/images/item47.jpg', 'Like New', 'Sample like new Stamp Album #47 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (47, 47, 'seller7', 'Seller', 843.68, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (48, 'Car Vacuum #48', 'Automotive', 609.47, NULL, 'Used', 'Sample used Car Vacuum #48 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (48, 48, 'seller8', 'Seller', 609.47, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (49, 'Drum Pad #49', 'Music', 463.10, 'https://example.com/images/item49.jpg', 'Refurbished', 'Sample refurbished Drum Pad #49 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (49, 49, 'seller9', 'Seller', 463.10, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (50, 'VR Headset #50', 'Gaming', 361.72, 'https://example.com/images/item50.jpg', 'Fair', 'Sample fair VR Headset #50 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (50, 50, 'seller10', 'Seller', 361.72, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (51, 'Dell Monitor #51', 'Electronics', 822.72, 'https://example.com/images/item51.jpg', 'New', 'Sample new Dell Monitor #51 listed in Electronics.', 'seller1', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (51, 51, 'seller1', 'Seller', 822.72, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (52, 'Science Encyclopedia #52', 'Books', 249.34, NULL, 'Like New', 'Sample like new Science Encyclopedia #52 listed in Books.', 'seller2', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (52, 52, 'seller2', 'Seller', 249.34, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (53, 'Hoodie #53', 'Fashion', 893.44, 'https://example.com/images/item53.jpg', 'Used', 'Sample used Hoodie #53 listed in Fashion.', 'seller3', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (53, 53, 'seller3', 'Seller', 893.44, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (54, 'Bookshelf #54', 'Home', 546.41, 'https://example.com/images/item54.jpg', 'Refurbished', 'Sample refurbished Bookshelf #54 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (54, 54, 'seller4', 'Seller', 546.41, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (55, 'Bike Helmet #55', 'Sports', 468.71, 'https://example.com/images/item55.jpg', 'Fair', 'Sample fair Bike Helmet #55 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (55, 55, 'seller5', 'Seller', 468.71, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (56, 'Doll House #56', 'Toys', 404.09, NULL, 'New', 'Sample new Doll House #56 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (56, 56, 'seller6', 'Seller', 404.09, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (57, 'Signed Poster #57', 'Collectibles', 324.46, 'https://example.com/images/item57.jpg', 'Like New', 'Sample like new Signed Poster #57 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (57, 57, 'seller7', 'Seller', 324.46, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (58, 'Tire Gauge #58', 'Automotive', 499.14, 'https://example.com/images/item58.jpg', 'Used', 'Sample used Tire Gauge #58 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (58, 58, 'seller8', 'Seller', 499.14, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (59, 'Studio Monitor #59', 'Music', 722.45, 'https://example.com/images/item59.jpg', 'Refurbished', 'Sample refurbished Studio Monitor #59 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (59, 59, 'seller9', 'Seller', 722.45, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (60, 'Xbox Game #60', 'Gaming', 549.38, NULL, 'Fair', 'Sample fair Xbox Game #60 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (60, 60, 'seller10', 'Seller', 549.38, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (61, 'Canon Camera #61', 'Electronics', 365.74, 'https://example.com/images/item61.jpg', 'New', 'Sample new Canon Camera #61 listed in Electronics.', 'seller1', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (61, 61, 'seller1', 'Seller', 365.74, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (62, 'Cookbook #62', 'Books', 313.22, 'https://example.com/images/item62.jpg', 'Like New', 'Sample like new Cookbook #62 listed in Books.', 'seller2', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (62, 62, 'seller2', 'Seller', 313.22, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (63, 'Dress Shoes #63', 'Fashion', 547.84, 'https://example.com/images/item63.jpg', 'Used', 'Sample used Dress Shoes #63 listed in Fashion.', 'seller3', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (63, 63, 'seller3', 'Seller', 547.84, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (64, 'Wall Clock #64', 'Home', 479.39, NULL, 'Refurbished', 'Sample refurbished Wall Clock #64 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (64, 64, 'seller4', 'Seller', 479.39, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (65, 'Soccer Ball #65', 'Sports', 187.34, 'https://example.com/images/item65.jpg', 'Fair', 'Sample fair Soccer Ball #65 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (65, 65, 'seller5', 'Seller', 187.34, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (66, 'Toy Train #66', 'Toys', 633.69, 'https://example.com/images/item66.jpg', 'New', 'Sample new Toy Train #66 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (66, 66, 'seller6', 'Seller', 633.69, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (67, 'Model Car #67', 'Collectibles', 686.83, 'https://example.com/images/item67.jpg', 'Like New', 'Sample like new Model Car #67 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (67, 67, 'seller7', 'Seller', 686.83, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (68, 'Seat Covers #68', 'Automotive', 669.41, NULL, 'Used', 'Sample used Seat Covers #68 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (68, 68, 'seller8', 'Seller', 669.41, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (69, 'Audio Interface #69', 'Music', 769.01, 'https://example.com/images/item69.jpg', 'Refurbished', 'Sample refurbished Audio Interface #69 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (69, 69, 'seller9', 'Seller', 769.01, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (70, 'Gaming Chair #70', 'Gaming', 407.47, 'https://example.com/images/item70.jpg', 'Fair', 'Sample fair Gaming Chair #70 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (70, 70, 'seller10', 'Seller', 407.47, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (71, 'Apple Watch #71', 'Electronics', 363.75, 'https://example.com/images/item71.jpg', 'New', 'Sample new Apple Watch #71 listed in Electronics.', 'seller1', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (71, 71, 'seller1', 'Seller', 363.75, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (72, 'Fantasy Novel #72', 'Books', 70.62, NULL, 'Like New', 'Sample like new Fantasy Novel #72 listed in Books.', 'seller2', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (72, 72, 'seller2', 'Seller', 70.62, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (73, 'Handbag #73', 'Fashion', 158.65, 'https://example.com/images/item73.jpg', 'Used', 'Sample used Handbag #73 listed in Fashion.', 'seller3', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (73, 73, 'seller3', 'Seller', 158.65, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (74, 'Comforter Set #74', 'Home', 74.94, 'https://example.com/images/item74.jpg', 'Refurbished', 'Sample refurbished Comforter Set #74 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (74, 74, 'seller4', 'Seller', 74.94, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (75, 'Golf Clubs #75', 'Sports', 293.59, 'https://example.com/images/item75.jpg', 'Fair', 'Sample fair Golf Clubs #75 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (75, 75, 'seller5', 'Seller', 293.59, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (76, 'Building Blocks #76', 'Toys', 133.71, NULL, 'New', 'Sample new Building Blocks #76 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (76, 76, 'seller6', 'Seller', 133.71, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (77, 'Vinyl Record #77', 'Collectibles', 406.99, 'https://example.com/images/item77.jpg', 'Like New', 'Sample like new Vinyl Record #77 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (77, 77, 'seller7', 'Seller', 406.99, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (78, 'Tool Organizer #78', 'Automotive', 702.57, 'https://example.com/images/item78.jpg', 'Used', 'Sample used Tool Organizer #78 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (78, 78, 'seller8', 'Seller', 702.57, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (79, 'Guitar Pedal #79', 'Music', 499.67, 'https://example.com/images/item79.jpg', 'Refurbished', 'Sample refurbished Guitar Pedal #79 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (79, 79, 'seller9', 'Seller', 499.67, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (80, 'Steam Deck #80', 'Gaming', 442.51, NULL, 'Fair', 'Sample fair Steam Deck #80 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (80, 80, 'seller10', 'Seller', 442.51, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (81, 'Bluetooth Speaker #81', 'Electronics', 173.00, 'https://example.com/images/item81.jpg', 'New', 'Sample new Bluetooth Speaker #81 listed in Electronics.', 'seller1', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (81, 81, 'seller1', 'Seller', 173.00, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (82, 'Biography #82', 'Books', 596.49, 'https://example.com/images/item82.jpg', 'Like New', 'Sample like new Biography #82 listed in Books.', 'seller2', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (82, 82, 'seller2', 'Seller', 596.49, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (83, 'Baseball Cap #83', 'Fashion', 880.19, 'https://example.com/images/item83.jpg', 'Used', 'Sample used Baseball Cap #83 listed in Fashion.', 'seller3', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (83, 83, 'seller3', 'Seller', 880.19, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (84, 'Blender #84', 'Home', 418.34, NULL, 'Refurbished', 'Sample refurbished Blender #84 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (84, 84, 'seller4', 'Seller', 418.34, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (85, 'Baseball Glove #85', 'Sports', 770.97, 'https://example.com/images/item85.jpg', 'Fair', 'Sample fair Baseball Glove #85 listed in Sports.', 'seller5', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (85, 85, 'seller5', 'Seller', 770.97, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (86, 'Stuffed Bear #86', 'Toys', 25.27, 'https://example.com/images/item86.jpg', 'New', 'Sample new Stuffed Bear #86 listed in Toys.', 'seller6', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (86, 86, 'seller6', 'Seller', 25.27, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (87, 'Rare Pin #87', 'Collectibles', 504.97, 'https://example.com/images/item87.jpg', 'Like New', 'Sample like new Rare Pin #87 listed in Collectibles.', 'seller7', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (87, 87, 'seller7', 'Seller', 504.97, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (88, 'Air Compressor #88', 'Automotive', 557.61, NULL, 'Used', 'Sample used Air Compressor #88 listed in Automotive.', 'seller8', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (88, 88, 'seller8', 'Seller', 557.61, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (89, 'Ukulele #89', 'Music', 675.70, 'https://example.com/images/item89.jpg', 'Refurbished', 'Sample refurbished Ukulele #89 listed in Music.', 'seller9', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (89, 89, 'seller9', 'Seller', 675.70, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (90, 'Arcade Stick #90', 'Gaming', 289.75, 'https://example.com/images/item90.jpg', 'Fair', 'Sample fair Arcade Stick #90 listed in Gaming.', 'seller10', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (90, 90, 'seller10', 'Seller', 289.75, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (91, 'Kindle #91', 'Electronics', 768.70, 'https://example.com/images/item91.jpg', 'New', 'Sample new Kindle #91 listed in Electronics.', 'seller1', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (91, 91, 'seller1', 'Seller', 768.70, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (92, 'Data Science Handbook #92', 'Books', 373.71, NULL, 'Like New', 'Sample like new Data Science Handbook #92 listed in Books.', 'seller2', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (92, 92, 'seller2', 'Seller', 373.71, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (93, 'Denim Jeans #93', 'Fashion', 818.15, 'https://example.com/images/item93.jpg', 'Used', 'Sample used Denim Jeans #93 listed in Fashion.', 'seller3', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (93, 93, 'seller3', 'Seller', 818.15, 'Active', NULL, 'Buyer');
INSERT INTO item (item_id, item_name, category, starting_price, image_url, item_condition, description, seller_login, seller_role) VALUES (94, 'Tool Kit #94', 'Home', 351.81, 'https://example.com/images/item94.jpg', 'Refurbished', 'Sample refurbished Tool Kit #94 listed in Home.', 'seller4', 'Seller');
INSERT INTO auction (auction_id, item_id, seller_login, seller_role, current_highest_bid, auction_status, winner_login, winner_role) VALUES (94, 94, 'seller4', 'Seller', 351.81, 'Active', NULL, 'Buyer');
